,train-rmse-mean,train-rmse-std,test-rmse-mean,test-rmse-std
0,29936.9671876,167.78958288276596,29940.7167968,665.6313489043896
1,29395.036718800002,173.10128378992977,29408.7679688,652.1818293244395
2,28899.1386718,168.10960456004622,28924.078125,651.1307620823803
3,28437.7527344,170.68321777618695,28474.9269532,645.8561681244597
4,28011.2886718,167.61520031656198,28059.40625,648.2503675762088
5,27616.0265624,164.5694382903002,27673.5507812,648.4245769193332
6,27254.882030999997,164.51021632550209,27322.7285156,649.0759979439555
7,26929.848047,164.77330027246086,27007.5628906,649.2847777660257
8,26618.9257812,162.2780114833772,26707.0578124,654.7277759157405
9,26339.6320312,166.30460912039874,26438.2257812,652.2959332472109
10,26078.9789064,168.4783053444891,26188.1628906,653.3417736288429
11,25843.633984199998,165.54931129842697,25962.6480468,660.5382683864119
12,25618.9050782,169.4781614007845,25749.0675782,660.9802790568839
13,25416.0683592,173.52358210839512,25557.5125,662.5948978722859
14,25232.2191404,173.38050930640432,25383.8156252,667.3135701381913
15,25062.9144532,173.491067570044,25225.263672,674.118435144207
16,24912.226172000002,174.65312158424587,25085.0816404,678.6439094643023
17,24767.453125,177.47249860396195,24950.7691406,682.6449447476431
18,24636.0375,183.05677172880198,24830.6066406,682.1238708451114
19,24513.9714844,183.70660927315674,24718.9292968,687.1920227419992
20,24401.8437502,182.17091064163915,24617.255469,694.293676820835
21,24298.6140624,185.255668028066,24525.30625,697.5880575372311
22,24202.7703126,188.18562769441343,24439.6414062,700.1507460090752
23,24113.101952999998,189.4127124371536,24360.8410156,704.9085737704352
24,24031.70625,190.4488078667268,24290.0074218,709.5417835614352
25,23958.458594,192.7155793759491,24228.1769532,713.064098496533
26,23890.933203200002,193.32037106605534,24170.3726564,718.0915020947027
27,23826.3289062,193.30447936139052,24115.9546874,723.6242286217915
28,23767.274609199998,194.40633108730955,24067.5777344,727.4720860496454
29,23713.3566406,196.3522109715512,24024.0621094,729.8554409731834
30,23664.578125,194.7964551799118,23984.6804688,735.0318651041592
31,23616.783984200003,195.6987484827534,23947.371875200002,738.2578327221261
32,23572.3683594,196.16801140856563,23913.4058594,742.3175414271695
33,23532.2464844,196.2250868539641,23882.8378908,746.1205537638098
34,23493.2507812,198.27108268259744,23854.2441408,747.7264805378019
35,23457.505859200002,199.0915957791754,23828.6464844,749.8384083178114
36,23423.7097656,199.78636586693256,23805.400781199998,751.6397083046917
37,23392.9804688,200.19588031365146,23784.9367188,753.6288370038059
38,23362.7058594,200.38638292347537,23765.1335938,756.0129935069294
39,23335.030468599998,200.69910284562695,23747.9871094,758.0721558173441
40,23309.7292968,200.7946512252095,23732.2894532,761.0267626689059
41,23285.2851562,201.3124784187558,23717.623828,763.5401546273498
42,23261.6738282,201.5954980004974,23704.2906248,765.9464938700687
43,23239.749609600003,202.16160993580533,23691.5726564,767.2367705200613
44,23218.6503906,202.8602512647157,23680.1085934,769.5540981659753
45,23198.422656400002,202.92149241778665,23670.1679688,770.7128907578356
46,23179.4882816,203.06666926590643,23661.384375200003,771.7633383839488
47,23162.0472658,203.38634402208868,23653.0117188,772.7567944105016
48,23145.8421876,203.93398451853204,23645.7277344,773.7569739200146
49,23129.557422,204.10021997118022,23638.6269532,775.4043220936046
50,23113.625781400002,204.35924595222298,23632.3429688,776.5762556881324
51,23098.9609376,204.55842347564553,23626.590625,777.5549766173772
52,23085.0203124,204.5724648920949,23621.5539062,778.8461029125936
53,23071.922656400002,204.92470505112436,23617.4617188,779.7607413359793
54,23058.5359376,205.3604404012154,23613.0527344,781.6658103637368
55,23046.1179686,205.95253618717956,23609.3433592,783.4214792974725
56,23034.745703200002,205.36924828202905,23605.3277344,784.9308240358982
57,23023.4624998,205.51987898826846,23602.0742188,785.6469747841088
58,23012.3375002,205.95634173554424,23599.6628906,786.2012716923375
59,23002.115624799997,206.0098701752895,23597.2859376,786.7936156793535
60,22992.3734378,206.44070132507082,23595.5734376,787.2069993921856
61,22982.320702999998,206.7886757997356,23593.291406199998,788.0129288326184
62,22973.132422,206.70063105126746,23591.571875,788.354839629483
63,22964.378516,206.89320656280316,23590.053125,788.8052284442947
64,22955.6765626,207.15816350926397,23588.9511718,789.2073930326154
65,22947.0652344,207.03244089151931,23587.714453200002,789.4348892699232
66,22938.2941406,206.86983285718642,23586.965625200002,789.7569891312876
67,22930.612499799998,207.1940049330634,23586.1359374,789.8706306826496
68,22922.705468599997,207.48464498112844,23585.2417968,790.2246520538886
69,22914.5996094,207.54251347639965,23585.030078400003,790.0601370557289
70,22907.016406400002,207.85640177283815,23584.4320314,789.7195267223995
71,22900.187109600003,208.25884686117791,23583.785547,790.6460048193491
72,22892.862109600002,208.61492610096997,23583.3894532,791.1114209832814
73,22885.6320312,208.5809135900331,23582.9933594,791.0972963257284
74,22879.1054688,208.85851316828834,23582.7714842,791.2797058139804
75,22872.470703,209.15153366756658,23582.625,791.7829265929785
76,22865.7765624,209.17075108253138,23582.5945312,791.8513902076538
77,22859.0902344,209.2798869345585,23582.5132812,792.0916402712847
78,22852.1472656,209.334681137588,23582.5410156,791.7894585721657
79,22846.0937498,209.66237543562391,23582.6140626,792.0174900006884
80,22840.220703,209.7872037372633,23582.4535156,792.1533490619779
81,22834.194531399997,209.71119456697815,23582.407031400002,792.3738579827524
